Age,Gender,University,Department,Year,Current CGPA,Stress value,Anxiety value,Depression value
23-26,Male,American International University Bangladesh (AIUB),Engineering - CS ,4,3.40 - 3.79,0.5326086956521737,0.4000000000000001,0.12121212121212122
18-22,Male,"Independent University, Bangladesh (IUB)",Business and Entrepreneurship Studies,2,2.50 - 2.99,0.3913043478260869,0.4000000000000001,0.3333333333333333
23-26,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.40 - 3.79,0.576086956521739,0.11666666666666665,0.2818181818181818
18-22,Female,Islamic University of Technology (IUT),Engineering - Civil Engineering ,1,Other,0.7499999999999997,1.0,0.9393939393939396
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,3.00 - 3.39,0.3369565217391304,1.0,0.7727272727272728
18-22,Male,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,2,3.00 - 3.39,0.5,0.6666666666666666,0.6666666666666666
23-26,Female,East West University (EWU),Engineering - CS ,3,2.50 - 2.99,0.8043478260869563,0.8500000000000001,0.7878787878787878
23-26,Male,Dhaka University of Engineering and Technology (DUET),Engineering - EEE,4,3.40 - 3.79,0.3804347826086955,0.9333333333333332,0.503030303030303
23-26,Female,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,1,Other,0.40217391304347816,0.5166666666666667,0.5212121212121212
18-22,Male,Patuakhali Science and Technology University,Business and Entrepreneurship Studies,2,3.40 - 3.79,0.7499999999999999,0.6999999999999998,0.7787878787878789
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,3.40 - 3.79,0.5,0.4000000000000001,0.3333333333333333
23-26,Male,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,4,3.00 - 3.39,0.5869565217391303,0.55,0.6
23-26,Male,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,3,3.40 - 3.79,0.33695652173913043,0.6,0.37878787878787873
18-22,Male,Bangladesh University of Engineering and Technology (BUET),Engineering - CS ,2,3.80 - 4.00,0.684782608695652,0.46666666666666673,0.19090909090909092
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.80 - 4.00,0.4130434782608694,0.13333333333333333,0.20303030303030303
23-26,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.00 - 3.39,0.6521739130434782,0.6333333333333333,0.6363636363636365
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.80 - 4.00,0.9130434782608693,0.8666666666666666,0.787878787878788
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.80 - 4.00,0.48913043478260865,0.16666666666666666,0.1787878787878788
18-22,Female,Islamic University of Technology (IUT),Engineering - CS ,2,3.80 - 4.00,0.6304347826086957,0.9333333333333332,0.8484848484848486
23-26,Male,Bangladesh University of Engineering and Technology (BUET),Engineering - EEE,0,3.40 - 3.79,0.6521739130434779,0.9,0.8636363636363638
23-26,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,0,2.50 - 2.99,0.7282608695652171,0.6833333333333332,0.7515151515151517
18-22,Female,American International University Bangladesh (AIUB),Engineering - CS ,1,3.00 - 3.39,0.3804347826086955,0.7166666666666668,0.5060606060606061
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,2.50 - 2.99,0.3152173913043478,0.3,0.4090909090909091
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,4,3.40 - 3.79,0.543478260869565,0.4000000000000001,0.3272727272727273
23-26,Female,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,4,3.40 - 3.79,0.24999999999999994,0.6666666666666666,0.3363636363636364
18-22,Male,"Independent University, Bangladesh (IUB)",Business and Entrepreneurship Studies,1,2.50 - 2.99,0.5543478260869564,0.5,0.2727272727272727
18-22,Male,Islamic University of Technology (IUT),Engineering - Civil Engineering ,3,3.40 - 3.79,0.8695652173913043,1.0,0.6727272727272728
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,Other,0.34782608695652173,0.0,0.21212121212121213
23-26,Male,Dhaka University of Engineering and Technology (DUET),Engineering - EEE,4,3.00 - 3.39,0.04347826086956521,0.0,0.29393939393939394
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,3.40 - 3.79,0.684782608695652,1.0,0.4878787878787879
18-22,Female,Islamic University of Technology (IUT),Engineering - EEE,1,Other,0.8152173913043476,0.9499999999999998,0.6424242424242425
18-22,Male,Patuakhali Science and Technology University,Engineering - CS ,1,2.50 - 2.99,0.3478260869565217,0.3,0.46666666666666684
18-22,Male,East West University (EWU),Engineering - CS ,3,2.50 - 2.99,0.7173913043478259,0.6333333333333334,0.7121212121212123
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.00 - 3.39,0.5217391304347825,0.5666666666666667,0.5363636363636364
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,4,3.40 - 3.79,0.6739130434782606,0.55,0.2727272727272727
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,3.00 - 3.39,0.5326086956521738,0.5333333333333333,0.3121212121212121
18-22,Female,BRAC University,Engineering - CS ,3,3.00 - 3.39,0.8913043478260868,1.0,0.9545454545454547
18-22,Female,Rajshahi University of Engineering and Technology (RUET),Engineering - Civil Engineering ,2,2.50 - 2.99,0.5,0.6666666666666666,0.0
18-22,Female,East West University (EWU),Environmental and Life Sciences,3,3.00 - 3.39,0.5,0.6666666666666666,0.6666666666666666
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,3.00 - 3.39,0.5978260869565216,0.55,0.2545454545454546
18-22,Female,North South University (NSU),Engineering - CS ,4,2.50 - 2.99,0.5,0.55,0.3333333333333333
23-26,Female,Dhaka University (DU),Biological Sciences,4,3.40 - 3.79,0.7065217391304346,0.8500000000000001,0.7181818181818184
18-22,Male,Dhaka University (DU),Biological Sciences,3,3.00 - 3.39,0.467391304347826,0.38333333333333336,0.27272727272727276
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.00 - 3.39,0.5217391304347825,0.4500000000000001,0.6151515151515151
18-22,Male,BRAC University,Engineering - CS ,1,Below 2.50,0.8804347826086956,0.8333333333333334,0.5636363636363637
23-26,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,2.50 - 2.99,0.5434782608695652,1.0,0.0
Above 30,Male,Islamic University of Technology (IUT),Other,1,3.00 - 3.39,0.15217391304347822,0.65,0.46969696969696967
27-30,Female,"Independent University, Bangladesh (IUB)",Environmental and Life Sciences,2,2.50 - 2.99,0.7499999999999998,1.0,1.0
27-30,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,4,2.50 - 2.99,0.8260869565217388,0.9666666666666668,0.8393939393939396
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.00 - 3.39,0.7934782608695651,1.0,0.9090909090909093
18-22,Male,BRAC University,Business and Entrepreneurship Studies,3,2.50 - 2.99,0.5,0.55,0.14242424242424245
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,4,3.40 - 3.79,0.43478260869565205,0.2833333333333333,0.30303030303030304
23-26,Female,Dhaka University (DU),Biological Sciences,4,3.40 - 3.79,0.6521739130434782,0.8166666666666668,0.6969696969696969
23-26,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,Below 2.50,0.760869565217391,1.0,0.8181818181818181
18-22,Male,East West University (EWU),Engineering - CS ,3,Other,0.7391304347826084,0.6666666666666666,0.5181818181818183
23-26,Female,Dhaka University (DU),Other,4,3.40 - 3.79,0.510869565217391,0.3333333333333333,0.20303030303030303
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,3.00 - 3.39,0.83695652173913,0.6333333333333333,0.7272727272727274
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,2,3.00 - 3.39,0.6739130434782606,0.7666666666666667,0.6121212121212123
23-26,Female,Rajshahi University of Engineering and Technology (RUET),Engineering - CS ,0,3.00 - 3.39,0.5543478260869564,0.6,0.36363636363636365
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,2.50 - 2.99,0.5,0.0,0.0
18-22,Prefer not to say,American International University Bangladesh (AIUB),Engineering - CS ,2,3.40 - 3.79,0.38043478260869557,0.6166666666666667,0.49090909090909096
18-22,Male,Dhaka University (DU),Biological Sciences,3,3.00 - 3.39,0.45652173913043465,0.4666666666666666,0.4636363636363637
18-22,Female,American International University Bangladesh (AIUB),Engineering - CS ,1,3.40 - 3.79,0.6521739130434782,0.5833333333333335,0.7272727272727273
23-26,Male,Bangladesh University of Engineering and Technology (BUET),Engineering - EEE,4,3.00 - 3.39,0.6086956521739129,0.7333333333333334,0.6666666666666666
18-22,Female,American International University Bangladesh (AIUB),Engineering - CS ,1,3.80 - 4.00,0.7282608695652174,0.5333333333333333,0.6575757575757576
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,3.80 - 4.00,0.43478260869565216,0.7333333333333334,0.4666666666666668
18-22,Male,Islamic University of Technology (IUT),Engineering - EEE,1,Other,0.8804347826086953,0.5166666666666667,0.5787878787878787
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,4,3.40 - 3.79,0.684782608695652,0.55,0.5696969696969697
18-22,Female,Dhaka University (DU),Biological Sciences,4,3.40 - 3.79,0.8043478260869564,0.9333333333333332,0.8757575757575758
18-22,Male,North South University (NSU),Engineering - CS ,1,3.40 - 3.79,0.6521739130434782,0.6333333333333334,0.25757575757575757
23-26,Male,Bangladesh University of Engineering and Technology (BUET),Engineering - Civil Engineering ,0,3.40 - 3.79,0.684782608695652,0.7000000000000001,0.2272727272727273
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,3.40 - 3.79,0.8695652173913043,1.0,0.0
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.40 - 3.79,0.5434782608695651,0.6,0.5424242424242425
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.00 - 3.39,0.5652173913043477,0.38333333333333336,0.4484848484848485
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,Below 2.50,0.6739130434782606,0.55,0.4757575757575758
18-22,Male,Islamic University of Technology (IUT),Engineering - Mechanical Engineering ,1,Other,0.45652173913043476,0.6666666666666666,0.6666666666666666
23-26,Male,North South University (NSU),Engineering - CS ,0,3.00 - 3.39,0.14130434782608692,0.0,0.030303030303030307
18-22,Male,Dhaka University (DU),Other,2,2.50 - 2.99,0.8586956521739129,1.0,0.6575757575757577
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.40 - 3.79,0.33695652173913027,0.5666666666666668,0.20303030303030306
18-22,Male,Bangladesh University of Engineering and Technology (BUET),Engineering - CS ,1,Below 2.50,0.5,0.4000000000000001,0.7000000000000001
18-22,Male,Islamic University of Technology (IUT),Engineering - CS ,3,3.00 - 3.39,0.8695652173913041,0.7833333333333333,0.5757575757575758
23-26,Male,American International University Bangladesh (AIUB),Engineering - CS ,4,2.50 - 2.99,0.467391304347826,0.8666666666666666,1.0
18-22,Female,American International University Bangladesh (AIUB),Engineering - CS ,1,3.00 - 3.39,0.3586956521739129,0.5666666666666668,0.3636363636363637
18-22,Male,Rajshahi University of Engineering and Technology (RUET),Engineering - CS ,1,Other,0.45652173913043476,0.4000000000000001,0.2
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,2.50 - 2.99,0.8152173913043476,0.9333333333333332,0.8636363636363639
23-26,Male,Dhaka University (DU),Biological Sciences,3,2.50 - 2.99,0.4782608695652174,0.3666666666666667,0.4575757575757576
23-26,Male,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,3,3.40 - 3.79,0.48913043478260854,0.5833333333333334,0.4333333333333334
18-22,Prefer not to say,Islamic University of Technology (IUT),Engineering - CS ,2,3.80 - 4.00,0.8478260869565215,0.9166666666666666,1.0
23-26,Female,United International University (UIU),Business and Entrepreneurship Studies,2,2.50 - 2.99,0.6739130434782606,1.0,0.8333333333333334
23-26,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,Below 2.50,0.6304347826086956,0.8166666666666668,0.6666666666666667
18-22,Female,Islamic University of Technology (IUT),Engineering - EEE,2,3.80 - 4.00,0.8043478260869563,0.7000000000000001,0.3787878787878788
18-22,Male,Islamic University of Technology (IUT),Engineering - Mechanical Engineering ,1,Other,0.902173913043478,1.0,0.7393939393939394
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,4,3.40 - 3.79,0.7499999999999999,0.6166666666666666,0.5575757575757577
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.00 - 3.39,0.3804347826086956,0.3,0.12121212121212122
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,3.80 - 4.00,0.5434782608695651,0.6666666666666666,0.6666666666666666
18-22,Female,American International University Bangladesh (AIUB),Engineering - CS ,1,3.00 - 3.39,0.7717391304347825,1.0,0.5121212121212123
18-22,Female,Islamic University of Technology (IUT),Engineering - EEE,1,Other,0.467391304347826,0.4833333333333334,0.39090909090909093
23-26,Male,Patuakhali Science and Technology University,Engineering - CS ,3,3.00 - 3.39,0.42391304347826075,0.3333333333333333,0.4787878787878788
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,Other,0.08695652173913042,0.3333333333333333,0.3333333333333333
27-30,Male,Daffodil University,Engineering - CS ,4,2.50 - 2.99,0.8260869565217388,0.9666666666666668,0.8393939393939396
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.00 - 3.39,0.48913043478260865,0.5,0.6212121212121212
23-26,Male,Dhaka University (DU),Business and Entrepreneurship Studies,2,2.50 - 2.99,0.8043478260869565,0.7333333333333334,0.7757575757575756
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.40 - 3.79,0.13043478260869562,0.23333333333333336,0.3151515151515152
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,3.80 - 4.00,0.5108695652173912,0.25,0.1909090909090909
18-22,Female,"Independent University, Bangladesh (IUB)",Environmental and Life Sciences,2,3.40 - 3.79,0.48913043478260865,0.2833333333333333,0.3181818181818181
18-22,Female,Patuakhali Science and Technology University,Engineering - CS ,1,3.40 - 3.79,0.29347826086956513,0.26666666666666666,0.49090909090909096
18-22,Male,Dhaka University (DU),Environmental and Life Sciences,4,3.80 - 4.00,0.891304347826087,0.4000000000000001,0.26666666666666666
18-22,Female,Islamic University of Technology (IUT),Engineering - EEE,1,3.00 - 3.39,0.8369565217391303,0.8833333333333332,0.8393939393939394
18-22,Male,Islamic University of Technology (IUT),Engineering - CS ,1,3.80 - 4.00,0.6086956521739129,0.6000000000000001,0.5757575757575758
18-22,Female,East West University (EWU),Engineering - EEE,2,2.50 - 2.99,0.5,0.7166666666666667,0.6666666666666666
18-22,Female,Islamic University of Technology (IUT),Engineering - Mechanical Engineering ,3,3.00 - 3.39,0.6413043478260868,0.4500000000000001,0.6212121212121212
18-22,Male,Islamic University of Technology (IUT),Engineering - Civil Engineering ,1,Below 2.50,0.43478260869565205,0.3333333333333333,0.37878787878787873
23-26,Male,Patuakhali Science and Technology University,Engineering - CS ,3,2.50 - 2.99,0.576086956521739,0.4833333333333334,0.3454545454545455
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,3.40 - 3.79,0.83695652173913,1.0,0.8636363636363639
18-22,Male,Islamic University of Technology (IUT),Engineering - CS ,1,Other,0.8369565217391303,0.9666666666666668,0.678787878787879
18-22,Female,Bangladesh University of Engineering and Technology (BUET),Engineering - CS ,4,3.00 - 3.39,0.25,0.3333333333333333,0.3333333333333333
23-26,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,4,3.00 - 3.39,0.7717391304347824,0.85,0.8393939393939395
23-26,Male,Dhaka University (DU),Business and Entrepreneurship Studies,0,2.50 - 2.99,0.8804347826086953,0.75,0.4757575757575758
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.80 - 4.00,0.48913043478260865,0.3333333333333333,0.4454545454545455
23-26,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,3.40 - 3.79,0.8043478260869565,0.8333333333333334,0.6848484848484849
18-22,Female,Islamic University of Technology (IUT),Engineering - EEE,4,3.40 - 3.79,0.760869565217391,0.6166666666666667,0.33636363636363636
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.40 - 3.79,0.4456521739130434,0.4000000000000001,0.5424242424242425
23-26,Male,Dhaka University of Engineering and Technology (DUET),Engineering - Mechanical Engineering ,3,3.00 - 3.39,0.5326086956521738,1.0,0.7272727272727273
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,3.80 - 4.00,0.7065217391304346,0.6000000000000001,1.0
18-22,Male,Islamic University of Technology (IUT),Business and Entrepreneurship Studies,3,3.40 - 3.79,0.8369565217391303,0.7666666666666667,0.8090909090909091
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.00 - 3.39,0.5978260869565216,0.16666666666666666,0.1909090909090909
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.40 - 3.79,0.6086956521739129,0.6666666666666666,0.34848484848484856
23-26,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,4,Below 2.50,0.7173913043478258,0.9333333333333332,0.6333333333333333
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,Other,0.5108695652173911,0.48333333333333334,0.5696969696969697
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.80 - 4.00,0.5652173913043477,0.5166666666666667,0.3696969696969697
23-26,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,Below 2.50,0.8478260869565214,0.8000000000000002,1.0
23-26,Male,Dhaka University of Engineering and Technology (DUET),Engineering - EEE,4,3.40 - 3.79,0.4130434782608695,0.3833333333333333,0.596969696969697
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.40 - 3.79,0.8043478260869564,0.75,0.7090909090909093
23-26,Female,Rajshahi University of Engineering and Technology (RUET),Engineering - Civil Engineering ,2,3.00 - 3.39,0.8804347826086953,0.85,0.5606060606060606
23-26,Female,Dhaka University (DU),Biological Sciences,4,3.00 - 3.39,0.7173913043478258,0.9499999999999998,0.6363636363636362
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,2.50 - 2.99,0.43478260869565205,0.21666666666666667,0.2545454545454546
18-22,Male,Bangladesh University of Engineering and Technology (BUET),Engineering - CS ,1,3.80 - 4.00,0.5869565217391303,0.4333333333333333,0.33333333333333337
18-22,Male,North South University (NSU),Engineering - CS ,3,2.50 - 2.99,0.6195652173913042,0.3333333333333333,0.33939393939393936
23-26,Female,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,1,3.40 - 3.79,0.29347826086956513,0.15,0.10606060606060608
18-22,Female,American International University Bangladesh (AIUB),Engineering - CS ,3,3.80 - 4.00,0.3913043478260868,0.15,0.15151515151515152
23-26,Female,Dhaka University (DU),Biological Sciences,3,3.80 - 4.00,0.8804347826086956,1.0,0.9393939393939394
18-22,Male,East West University (EWU),Engineering - CS ,4,2.50 - 2.99,0.7499999999999997,0.7666666666666667,0.5212121212121213
23-26,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,2.50 - 2.99,0.4782608695652173,0.3333333333333333,0.19090909090909092
23-26,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,0,Below 2.50,0.7934782608695652,0.75,0.8303030303030305
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,3.40 - 3.79,0.6086956521739129,0.6333333333333334,0.5393939393939395
23-26,Male,Rajshahi University (RU),Engineering - CS ,0,3.00 - 3.39,0.6956521739130433,0.26666666666666666,0.24848484848484848
27-30,Male,Dhaka University (DU),Business and Entrepreneurship Studies,4,3.40 - 3.79,0.4999999999999999,0.15,0.045454545454545456
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,2,3.40 - 3.79,0.45652173913043465,0.31666666666666665,0.4363636363636364
23-26,Male,"Independent University, Bangladesh (IUB)",Business and Entrepreneurship Studies,4,2.50 - 2.99,0.4130434782608695,0.8000000000000002,1.0
23-26,Female,Daffodil University,Engineering - CS ,4,2.50 - 2.99,0.7282608695652171,0.7000000000000001,0.7303030303030303
23-26,Male,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,2,2.50 - 2.99,0.36956521739130427,0.3333333333333333,0.3333333333333333
18-22,Female,Bangladesh Agricultural University (BAU),Business and Entrepreneurship Studies,0,Other,0.6413043478260868,0.8833333333333334,0.6030303030303032
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.00 - 3.39,0.6195652173913042,0.5666666666666668,0.6666666666666667
18-22,Female,North South University (NSU),Engineering - CS ,1,Below 2.50,0.5434782608695652,0.4666666666666666,0.46060606060606063
18-22,Male,Rajshahi University of Engineering and Technology (RUET),Engineering - Mechanical Engineering ,2,3.40 - 3.79,0.7826086956521737,0.6000000000000001,0.5545454545454546
23-26,Male,Bangladesh University of Engineering and Technology (BUET),Engineering - EEE,0,3.40 - 3.79,0.6630434782608694,0.3333333333333333,0.19696969696969696
18-22,Female,Dhaka University (DU),Other,3,3.00 - 3.39,0.902173913043478,0.6666666666666666,0.8636363636363639
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,3.00 - 3.39,0.7391304347826085,0.6666666666666669,0.4242424242424243
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,Other,0.4021739130434781,0.3666666666666667,0.42424242424242425
23-26,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,3.40 - 3.79,0.5,0.7833333333333332,0.6363636363636365
23-26,Female,"Independent University, Bangladesh (IUB)",Business and Entrepreneurship Studies,4,Below 2.50,0.7717391304347824,0.6000000000000001,0.5515151515151516
18-22,Male,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,1,Other,0.27173913043478254,0.26666666666666666,0.14545454545454548
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,3.80 - 4.00,0.576086956521739,0.43333333333333335,0.30303030303030304
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,3.40 - 3.79,0.467391304347826,0.5333333333333333,0.8787878787878788
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,4,3.00 - 3.39,0.7934782608695651,0.9666666666666668,0.9090909090909092
23-26,Male,Islamic University of Technology (IUT),Engineering - CS ,0,3.40 - 3.79,0.5978260869565216,0.6666666666666666,0.6666666666666666
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,3.00 - 3.39,0.7282608695652171,0.8000000000000002,0.8606060606060609
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.80 - 4.00,0.3369565217391304,0.43333333333333335,0.2272727272727273
23-26,Male,Dhaka University (DU),Biological Sciences,3,3.00 - 3.39,0.8804347826086956,0.9333333333333332,0.7151515151515153
23-26,Male,Dhaka University (DU),Environmental and Life Sciences,4,3.00 - 3.39,0.5108695652173911,0.30000000000000004,0.2515151515151515
18-22,Male,Rajshahi University (RU),Engineering - CS ,2,3.00 - 3.39,0.4999999999999999,0.65,0.7878787878787881
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,3.40 - 3.79,0.8913043478260868,0.8000000000000002,0.9545454545454547
23-26,Male,North South University (NSU),Engineering - EEE,4,3.00 - 3.39,0.8804347826086956,0.7333333333333334,0.7272727272727273
18-22,Male,North South University (NSU),Engineering - CS ,2,Below 2.50,0.21739130434782603,0.03333333333333333,0.09696969696969698
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,4,3.80 - 4.00,0.7717391304347825,0.8333333333333334,0.8
23-26,Male,American International University Bangladesh (AIUB),Engineering - CS ,3,3.80 - 4.00,0.902173913043478,0.7833333333333332,0.787878787878788
18-22,Female,Islamic University of Technology (IUT),Engineering - CS ,2,3.40 - 3.79,0.760869565217391,0.7500000000000001,0.8000000000000003
23-26,Male,United International University (UIU),Engineering - CS ,4,3.00 - 3.39,0.6739130434782606,0.7666666666666666,0.6666666666666666
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,4,3.00 - 3.39,0.45652173913043465,0.19999999999999998,0.12121212121212122
23-26,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,2.50 - 2.99,0.6304347826086956,0.43333333333333335,0.5606060606060607
23-26,Female,Dhaka University (DU),Environmental and Life Sciences,3,3.40 - 3.79,0.8586956521739129,0.6666666666666666,0.6818181818181819
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,3.40 - 3.79,0.21739130434782608,0.0,0.19696969696969696
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,3.00 - 3.39,0.5978260869565216,0.5,0.2212121212121212
23-26,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,3,2.50 - 2.99,0.8152173913043476,0.8333333333333335,0.8787878787878788
18-22,Male,Islamic University of Technology (IUT),Engineering - CS ,1,3.80 - 4.00,0.6956521739130432,0.46666666666666673,0.6484848484848486
27-30,Male,Dhaka University (DU),Business and Entrepreneurship Studies,0,3.00 - 3.39,0.6956521739130433,0.3333333333333333,0.5757575757575758
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,1,3.80 - 4.00,0.8478260869565216,0.5,0.5272727272727273
18-22,Female,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,3.40 - 3.79,0.6630434782608693,0.6,0.7575757575757576
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,3.00 - 3.39,0.8804347826086956,1.0,0.8636363636363639
18-22,Male,Rajshahi University of Engineering and Technology (RUET),Engineering - CS ,1,3.00 - 3.39,0.6956521739130432,0.38333333333333336,0.20606060606060606
18-22,Female,American International University Bangladesh (AIUB),Engineering - CS ,1,3.00 - 3.39,0.8695652173913041,0.6666666666666666,0.6727272727272728
23-26,Female,Dhaka University (DU),Biological Sciences,3,3.00 - 3.39,0.48913043478260865,0.3333333333333333,0.33333333333333337
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.00 - 3.39,0.7717391304347825,0.8833333333333334,0.8242424242424244
23-26,Female,American International University Bangladesh (AIUB),Engineering - CS ,3,3.00 - 3.39,0.760869565217391,0.7000000000000002,0.6424242424242427
18-22,Male,Dhaka University (DU),Biological Sciences,3,3.00 - 3.39,0.43478260869565216,0.09999999999999999,0.2212121212121212
23-26,Female,Dhaka University (DU),Other,0,3.40 - 3.79,0.5217391304347825,0.5166666666666667,0.7424242424242425
23-26,Male,Dhaka University of Engineering and Technology (DUET),Engineering - CS ,4,3.00 - 3.39,0.5,0.3333333333333333,0.3333333333333333
27-30,Male,Bangladesh University of Engineering and Technology (BUET),Engineering - CS ,1,3.00 - 3.39,0.3804347826086956,0.4833333333333334,0.5363636363636364
23-26,Male,Daffodil University,Engineering - CS ,3,3.40 - 3.79,0.42391304347826075,0.55,0.5454545454545454
23-26,Male,Islamic University of Technology (IUT),Business and Entrepreneurship Studies,3,3.00 - 3.39,0.6630434782608694,0.6833333333333335,0.5151515151515151
23-26,Female,North South University (NSU),Engineering - CS ,4,2.50 - 2.99,0.7391304347826084,0.6666666666666666,0.5727272727272728
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.80 - 4.00,0.4021739130434781,0.2833333333333334,0.13636363636363635
18-22,Male,"Independent University, Bangladesh (IUB)",Engineering - CS ,2,3.40 - 3.79,0.6413043478260869,0.5,0.24848484848484853
18-22,Male,American International University Bangladesh (AIUB),Engineering - CS ,1,3.40 - 3.79,0.42391304347826075,0.35000000000000003,0.4545454545454546
18-22,Female,American International University Bangladesh (AIUB),Engineering - CS ,3,3.40 - 3.79,0.4782608695652174,0.7666666666666666,0.6424242424242425
